"author","title","journal","year","doi_link","article.type"
"Reim E","Evidence for an Altered Sex Ratio in Clinic‐Referred Adolescents with Gender Dysphoria","The Journal of Sexual Medicine",2015,"www.researchgate.net/publication/271221293_Evidence_for_an_Altered_Sex_Ratio_in_Clinic-Referred_Adolescents_with_Gender_Dysphoria","Data Analysis"
"Jacobsen I L","Letter of Concern About Ruuska et al. From 4 April 2026","Acta Paediatrica",2026,"onlinelibrary.wiley.com/doi/10.1111/apa.70620","Editorial"
"BaronCohen S","Baseline findings from the Longitudinal Outcomes of Gender Identity in Children (LOGIC) study","The British Journal of Psychiatry",2025,"www.cambridge.org/core/journals/the-british-journal-of-psychiatry/article/baseline-findings-from-the-longitudinal-outcomes-of-gender-identity-in-children-logic-study/29C43BF6360C11D9977362F805AF0311","Data Analysis"
"Looijenga L H J","Global Disorders of Sex Development Update since 2006: Perceptions, Approach and Care","Hormone Research in Paediatrics",2016,"www.karger.com/Article/FullText/442975","Review"
"Strickland D","Plasma testosterone concentration is correlated with circulating immune cell abundance in transgender young people on gender-affirming hormone treatment","Frontiers in Immunology",2025,"www.frontiersin.org/journals/immunology/articles/10.3389/fimmu.2025.1608543/full","Data Analysis"
"Heath R","Critically appraising the Cass Report: Methodological flaws and unsupported claims","BMC Medical Research Methodology",2025,"doi.org/10.1186/s12874-025-02581-7","Review"
"Rieben C","Endocrine care of transgender and gender-diverse adults: Swiss recommendations","Swiss Medical Weekly",2026,"smw.ch/index.php/smw/article/view/5059","Review"
"Knudson G A","Standards of care for the health of transgender and gender diverse people, version 8","International Journal of Transgender Health",2022,"www.tandfonline.com/doi/full/10.1080/26895269.2022.2100644","Review"
"Breedlove S M","Timing of peripubertal steroid exposure predicts visuospatial cognition in men: Evidence from three samples","Hormones and Behavior",2020,"linkinghub.elsevier.com/retrieve/pii/S0018506X20300386","Data Analysis"
"Safer J D","Cross-sex Hormones and Acute Cardiovascular Events in Transgender Persons","Annals of internal medicine",2018,"www.ncbi.nlm.nih.gov/pmc/articles/PMC6636681/","Data Analysis"
"Takagi A","Evidence for an Altered Sex Ratio in Clinic‐Referred Adolescents with Gender Dysphoria","The Journal of Sexual Medicine",2015,"www.researchgate.net/publication/271221293_Evidence_for_an_Altered_Sex_Ratio_in_Clinic-Referred_Adolescents_with_Gender_Dysphoria","Data Analysis"
"Ganesh A","Letter of Concern About Ruuska et al. From 4 April 2026","Acta Paediatrica",2026,"onlinelibrary.wiley.com/doi/10.1111/apa.70620","Editorial"
"Hunter R M","Baseline findings from the Longitudinal Outcomes of Gender Identity in Children (LOGIC) study","The British Journal of Psychiatry",2025,"www.cambridge.org/core/journals/the-british-journal-of-psychiatry/article/baseline-findings-from-the-longitudinal-outcomes-of-gender-identity-in-children-logic-study/29C43BF6360C11D9977362F805AF0311","Data Analysis"
"Quigley C A","Global Disorders of Sex Development Update since 2006: Perceptions, Approach and Care","Hormone Research in Paediatrics",2016,"www.karger.com/Article/FullText/442975","Review"
"Goulding R B","Critically appraising the Cass Report: Methodological flaws and unsupported claims","BMC Medical Research Methodology",2025,"doi.org/10.1186/s12874-025-02581-7","Review"
"Papadakis G","Endocrine care of transgender and gender-diverse adults: Swiss recommendations","Swiss Medical Weekly",2026,"smw.ch/index.php/smw/article/view/5059","Review"
"Leibowitz S F","Standards of care for the health of transgender and gender diverse people, version 8","International Journal of Transgender Health",2022,"www.tandfonline.com/doi/full/10.1080/26895269.2022.2100644","Review"
"Slovis J","Cross-sex Hormones and Acute Cardiovascular Events in Transgender Persons","Annals of internal medicine",2018,"www.ncbi.nlm.nih.gov/pmc/articles/PMC6636681/","Data Analysis"
"Vinik J","Evidence for an Altered Sex Ratio in Clinic‐Referred Adolescents with Gender Dysphoria","The Journal of Sexual Medicine",2015,"www.researchgate.net/publication/271221293_Evidence_for_an_Altered_Sex_Ratio_in_Clinic-Referred_Adolescents_with_Gender_Dysphoria","Data Analysis"
"Era R","Letter of Concern About Ruuska et al. From 4 April 2026","Acta Paediatrica",2026,"onlinelibrary.wiley.com/doi/10.1111/apa.70620","Editorial"
"Sandberg D E","Global Disorders of Sex Development Update since 2006: Perceptions, Approach and Care","Hormone Research in Paediatrics",2016,"www.karger.com/Article/FullText/442975","Review"
"Simpson V","Critically appraising the Cass Report: Methodological flaws and unsupported claims","BMC Medical Research Methodology",2025,"doi.org/10.1186/s12874-025-02581-7","Review"
"Meier C","Endocrine care of transgender and gender-diverse adults: Swiss recommendations","Swiss Medical Weekly",2026,"smw.ch/index.php/smw/article/view/5059","Review"
"MeyerBahlburg H F L","Standards of care for the health of transgender and gender diverse people, version 8","International Journal of Transgender Health",2022,"www.tandfonline.com/doi/full/10.1080/26895269.2022.2100644","Review"
"Tangpricha V","Cross-sex Hormones and Acute Cardiovascular Events in Transgender Persons","Annals of internal medicine",2018,"www.ncbi.nlm.nih.gov/pmc/articles/PMC6636681/","Data Analysis"
"Wreford J","Evidence for an Altered Sex Ratio in Clinic‐Referred Adolescents with Gender Dysphoria","The Journal of Sexual Medicine",2015,"www.researchgate.net/publication/271221293_Evidence_for_an_Altered_Sex_Ratio_in_Clinic-Referred_Adolescents_with_Gender_Dysphoria","Data Analysis"
"Christiansen M","Letter of Concern About Ruuska et al. From 4 April 2026","Acta Paediatrica",2026,"onlinelibrary.wiley.com/doi/10.1111/apa.70620","Editorial"
"Vilain E","Global Disorders of Sex Development Update since 2006: Perceptions, Approach and Care","Hormone Research in Paediatrics",2016,"www.karger.com/Article/FullText/442975","Review"
"Kiely E","Critically appraising the Cass Report: Methodological flaws and unsupported claims","BMC Medical Research Methodology",2025,"doi.org/10.1186/s12874-025-02581-7","Review"
"Mavromato M","Endocrine care of transgender and gender-diverse adults: Swiss recommendations","Swiss Medical Weekly",2026,"smw.ch/index.php/smw/article/view/5059","Review"
"Monstrey S J","Standards of care for the health of transgender and gender diverse people, version 8","International Journal of Transgender Health",2022,"www.tandfonline.com/doi/full/10.1080/26895269.2022.2100644","Review"
"CohenKettenis P T","Evidence for an Altered Sex Ratio in Clinic‐Referred Adolescents with Gender Dysphoria","The Journal of Sexual Medicine",2015,"www.researchgate.net/publication/271221293_Evidence_for_an_Altered_Sex_Ratio_in_Clinic-Referred_Adolescents_with_Gender_Dysphoria","Data Analysis"
"Bromseth J","Letter of Concern About Ruuska et al. From 4 April 2026","Acta Paediatrica",2026,"onlinelibrary.wiley.com/doi/10.1111/apa.70620","Editorial"
"Witchel S","Global Disorders of Sex Development Update since 2006: Perceptions, Approach and Care","Hormone Research in Paediatrics",2016,"www.karger.com/Article/FullText/442975","Review"
"Coll S","Critically appraising the Cass Report: Methodological flaws and unsupported claims","BMC Medical Research Methodology",2025,"doi.org/10.1186/s12874-025-02581-7","Review"
"Kliebhan J","Endocrine care of transgender and gender-diverse adults: Swiss recommendations","Swiss Medical Weekly",2026,"smw.ch/index.php/smw/article/view/5059","Review"
"Motmans J","Standards of care for the health of transgender and gender diverse people, version 8","International Journal of Transgender Health",2022,"www.tandfonline.com/doi/full/10.1080/26895269.2022.2100644","Review"
"de Vries A L C","Evidence for an Altered Sex Ratio in Clinic‐Referred Adolescents with Gender Dysphoria","The Journal of Sexual Medicine",2015,"www.researchgate.net/publication/271221293_Evidence_for_an_Altered_Sex_Ratio_in_Clinic-Referred_Adolescents_with_Gender_Dysphoria","Data Analysis"
"Kennedy N","Letter of Concern About Ruuska et al. From 4 April 2026","Acta Paediatrica",2026,"onlinelibrary.wiley.com/doi/10.1111/apa.70620","Editorial"
"White M","Critically appraising the Cass Report: Methodological flaws and unsupported claims","BMC Medical Research Methodology",2025,"doi.org/10.1186/s12874-025-02581-7","Review"
"JacotGuillarmod M","Endocrine care of transgender and gender-diverse adults: Swiss recommendations","Swiss Medical Weekly",2026,"smw.ch/index.php/smw/article/view/5059","Review"
"Nahata L","Standards of care for the health of transgender and gender diverse people, version 8","International Journal of Transgender Health",2022,"www.tandfonline.com/doi/full/10.1080/26895269.2022.2100644","Review"
"Kreukels B P C","Evidence for an Altered Sex Ratio in Clinic‐Referred Adolescents with Gender Dysphoria","The Journal of Sexual Medicine",2015,"www.researchgate.net/publication/271221293_Evidence_for_an_Altered_Sex_Ratio_in_Clinic-Referred_Adolescents_with_Gender_Dysphoria","Data Analysis"
"Keyes O","Letter of Concern About Ruuska et al. From 4 April 2026","Acta Paediatrica",2026,"onlinelibrary.wiley.com/doi/10.1111/apa.70620","Editorial"
"Grijseels D M","Critically appraising the Cass Report: Methodological flaws and unsupported claims","BMC Medical Research Methodology",2025,"doi.org/10.1186/s12874-025-02581-7","Review"
"Itne U","Endocrine care of transgender and gender-diverse adults: Swiss recommendations","Swiss Medical Weekly",2026,"smw.ch/index.php/smw/article/view/5059","Review"
"Nieder T O","Standards of care for the health of transgender and gender diverse people, version 8","International Journal of Transgender Health",2022,"www.tandfonline.com/doi/full/10.1080/26895269.2022.2100644","Review"
"Koi P","Letter of Concern About Ruuska et al. From 4 April 2026","Acta Paediatrica",2026,"onlinelibrary.wiley.com/doi/10.1111/apa.70620","Editorial"
"Ouafik M","Critically appraising the Cass Report: Methodological flaws and unsupported claims","BMC Medical Research Methodology",2025,"doi.org/10.1186/s12874-025-02581-7","Review"
"GobrchtKeller U","Endocrine care of transgender and gender-diverse adults: Swiss recommendations","Swiss Medical Weekly",2026,"smw.ch/index.php/smw/article/view/5059","Review"
"Reisner S L","Standards of care for the health of transgender and gender diverse people, version 8","International Journal of Transgender Health",2022,"www.tandfonline.com/doi/full/10.1080/26895269.2022.2100644","Review"
"Leino U","Letter of Concern About Ruuska et al. From 4 April 2026","Acta Paediatrica",2026,"onlinelibrary.wiley.com/doi/10.1111/apa.70620","Editorial"
"Richards C","Standards of care for the health of transgender and gender diverse people, version 8","International Journal of Transgender Health",2022,"www.tandfonline.com/doi/full/10.1080/26895269.2022.2100644","Review"
"McNamara M","Letter of Concern About Ruuska et al. From 4 April 2026","Acta Paediatrica",2026,"onlinelibrary.wiley.com/doi/10.1111/apa.70620","Editorial"
"Schechter L S","Standards of care for the health of transgender and gender diverse people, version 8","International Journal of Transgender Health",2022,"www.tandfonline.com/doi/full/10.1080/26895269.2022.2100644","Review"
"Rosenthal S M","Letter of Concern About Ruuska et al. From 4 April 2026","Acta Paediatrica",2026,"onlinelibrary.wiley.com/doi/10.1111/apa.70620","Editorial"
"Tangpricha V","Standards of care for the health of transgender and gender diverse people, version 8","International Journal of Transgender Health",2022,"www.tandfonline.com/doi/full/10.1080/26895269.2022.2100644","Review"
"Pullen Sansfaçon A","Letter of Concern About Ruuska et al. From 4 April 2026","Acta Paediatrica",2026,"onlinelibrary.wiley.com/doi/10.1111/apa.70620","Editorial"
"Tishelman A C","Standards of care for the health of transgender and gender diverse people, version 8","International Journal of Transgender Health",2022,"www.tandfonline.com/doi/full/10.1080/26895269.2022.2100644","Review"
"Söderström I","Letter of Concern About Ruuska et al. From 4 April 2026","Acta Paediatrica",2026,"onlinelibrary.wiley.com/doi/10.1111/apa.70620","Editorial"
"Van Trotsenburg M A A","Standards of care for the health of transgender and gender diverse people, version 8","International Journal of Transgender Health",2022,"www.tandfonline.com/doi/full/10.1080/26895269.2022.2100644","Review"
"Tuomenvirta K","Letter of Concern About Ruuska et al. From 4 April 2026","Acta Paediatrica",2026,"onlinelibrary.wiley.com/doi/10.1111/apa.70620","Editorial"
"Winter S","Standards of care for the health of transgender and gender diverse people, version 8","International Journal of Transgender Health",2022,"www.tandfonline.com/doi/full/10.1080/26895269.2022.2100644","Review"
"VahaSavo V","Letter of Concern About Ruuska et al. From 4 April 2026","Acta Paediatrica",2026,"onlinelibrary.wiley.com/doi/10.1111/apa.70620","Editorial"
"Ducheny K","Standards of care for the health of transgender and gender diverse people, version 8","International Journal of Transgender Health",2022,"www.tandfonline.com/doi/full/10.1080/26895269.2022.2100644","Review"
"Valaskivi L","Letter of Concern About Ruuska et al. From 4 April 2026","Acta Paediatrica",2026,"onlinelibrary.wiley.com/doi/10.1111/apa.70620","Editorial"
"Adams N J","Standards of care for the health of transgender and gender diverse people, version 8","International Journal of Transgender Health",2022,"www.tandfonline.com/doi/full/10.1080/26895269.2022.2100644","Review"
